"FLWS_nasdaq","Florists"
"DWRE_nyse","IT Services &amp; Consulting - NEC"
"DNR_nyse","Oil &amp; Gas Exploration and Production - NEC"
"HXM_nyse","Homebuilding - NEC"
"DB_nyse","Banks - NEC"
"DVN_nyse","Integrated Oil &amp; Gas"
"DV_nyse","General Education Services"
"DHT_nyse","Deep Sea Freight"
"DEO_nyse","Distillers &amp; Wineries - NEC"
"DO_nyse","Oil &amp; Gas Drilling - NEC"
"DRH_nyse","Hospitality REITs"
"DSX_nyse","Deep Sea Freight"
"DHX_nyse","Executive Search Services"
"DKS_nyse","Sporting Goods Stores"
"DBD_nyse","Computer Peripherals"
"DLR_nyse","Commercial REITs - NEC"
"DLR^E_nyse","Commercial REITs - NEC"
"DLR^F_nyse","Commercial REITs - NEC"
"DGI_nyse","Aerospace &amp; Defense - NEC"
"DDS_nyse","Retail - Department Stores"
"DIN_nyse","Restaurants &amp; Bars - NEC"
"DFS_nyse","Consumer Lending - NEC"
"DNI_nyse","Closed End Funds"
"DM_nyse","Newspaper Publishing"
"DLB_nyse","Entertainment Production - NEC"
"DOLE_nyse","Fishing &amp; Farming - NEC"
"DG_nyse","Discount Stores - NEC"
"DDC_nyse","Diamond Mining"
"DOM_nyse","Investment Management"
"D_nyse","Electric Utilities - NEC"
"DPZ_nyse","Quick Service Restaurants"
"UFS_nyse","Paper Products - NEC"
"DCI_nyse","Purification &amp; Treatment Equipment"
"DRL_nyse","Banks - NEC"
"DBL_nyse","Closed End Funds"
"PLOW_nyse","Auto, Truck &amp; Motorcycle Parts - NEC"
"DEI_nyse","Commercial REITs - NEC"
"DOV_nyse","Industrial Machinery &amp; Equipment - NEC"
"DDE_nyse","Casinos &amp; Gaming - NEC"
"DVD_nyse","Professional Sports Venues"
"DPD_nyse","Closed End Funds"
"DPO_nyse","Closed End Funds"
"DOW_nyse","Diversified Chemicals"
"DPS_nyse","Non-Alcoholic Beverages - NEC"
"RDY_nyse","Pharmaceuticals - NEC"
"DRD_nyse","Gold Mining"
"DRC_nyse","Oil Related Equipment"
"DW_nyse","Recreational Products - NEC"
"DHF_nyse","Closed End Funds"
"DMB_nyse","Closed End Funds"
"DSM_nyse","Closed End Funds"
"LEO_nyse","Closed End Funds"
"DRQ_nyse","Oil Related Equipment"
"DST_nyse","IT Services &amp; Consulting - NEC"
"DSW_nyse","Footwear Retailers"
"DTE_nyse","Electric Utilities - NEC"
"DCO_nyse","Aircraft Parts Manufacturing - NEC"
"DPG_nyse","Investment Trusts"
"DNP_nyse","Closed End Funds"
"DTF_nyse","Closed End Funds"
"DUC_nyse","Closed End Funds"
"DUK_nyse","Electric Utilities - NEC"
"DRE_nyse","Industrial REITs"
"DNB_nyse","Investment Support Tools"
"DFT_nyse","Commercial REITs - NEC"
"DFT^A_nyse","Commercial REITs - NEC"
"DHG_nyse","Closed End Funds"
"DY_nyse","Construction &amp; Engineering - NEC"
"DX_nyse","Mortgage REITs"
"DD_nyse","Industrial Conglomerates"
"DD^A_nyse","Industrial Conglomerates"
"DD^B_nyse","Industrial Conglomerates"
"SSP_nyse","Newspaper Publishing"
"EXP_nyse","Cement &amp; Concrete Manufacturing"
"NGT_nyse","Oil &amp; Gas Exploration and Production - NEC"
"EGP_nyse","Industrial REITs"
"EMN_nyse","Commodity Chemicals - NEC"
"ETV_nyse","Closed End Funds"
"ETW_nyse","Closed End Funds"
"EV_nyse","Investment Management"
"EOI_nyse","Closed End Funds"
"EOS_nyse","Closed End Funds"
"EFT_nyse","Closed End Funds"
"ETX_nyse","Closed End Funds"
"EOT_nyse","Closed End Funds"
"EVN_nyse","Closed End Funds"
"ETJ_nyse","Closed End Funds"
"EFR_nyse","Closed End Funds"
"EVF_nyse","Closed End Funds"
"EVG_nyse","Closed End Funds"
"EVT_nyse","Closed End Funds"
"ETO_nyse","Closed End Funds"
"EXD_nyse","Closed End Funds"
"ETG_nyse","Closed End Funds"
"ETB_nyse","Closed End Funds"
"ETY_nyse","Closed End Funds"
"EXG_nyse","Closed End Funds"
"ECT_nyse","Oil &amp; Gas Exploration and Production - NEC"
"ECL_nyse","Cleaning Services"
"DANG_nyse","E-commerce &amp; Auction Services"
"EC_nyse","Integrated Oil &amp; Gas"
"EDG_nyse","Industrial Machinery &amp; Equipment - NEC"
"EIX_nyse","Electric Utilities - NEC"
"EDR_nyse","Residential REITs"
"EW_nyse","Advanced Medical Equipment &amp; Technology - NEC"
"EJ_nyse","Real Estate Services - NEC"
"EE_nyse","Electric Utilities - NEC"
"EPB_nyse","Oil &amp; Gas Transportation Services - NEC"
"ELN_nyse","Biotechnology &amp; Medical Research - NEC"
"EGO_nyse","Gold Mining"
"LLY_nyse","Pharmaceuticals - NEC"
"ELLI_nyse","Enterprise Software"
"EFC_nyse","Retail &amp; Mortgage Banks"
"EARN_nyse","Mortgage REITs"
"AKO/A_nyse","Non-Alcoholic Beverages - NEC"
"AKO/B_nyse","Non-Alcoholic Beverages - NEC"
"ERJ_nyse","Aerospace &amp; Defense - NEC"
"EMC_nyse","Computer Hardware - NEC"
"EME_nyse","Construction &amp; Engineering - NEC"
"EBS_nyse","Pharmaceuticals - NEC"
"ESC_nyse","Residential &amp; Long Term Care"
"EMR_nyse","Electrical Components &amp; Equipment - NEC"
"EDE_nyse","Multiline Utilities - NEC"
"EIG_nyse","Health Insurance"
"EDN_nyse","Electric Utilities - NEC"
"EOC_nyse","Electric Utilities - NEC"
"ICA_nyse","Construction &amp; Engineering - NEC"
"ELX_nyse","Storage Devices"
"EEQ_nyse","Oil &amp; Gas Transportation Services - NEC"
"EEP_nyse","Oil &amp; Gas Transportation Services - NEC"
"ENB_nyse","Natural Gas Utilities - NEC"
"ECA_nyse","Oil &amp; Gas Exploration and Production - NEC"
"END_nyse","Oil &amp; Gas Exploration and Production - NEC"
"EXK_nyse","Silver Mining"
"ENH_nyse","Property &amp; Casualty Insurance - NEC"
"ENH^A_nyse","Property &amp; Casualty Insurance - NEC"
"ENH^B_nyse","Property &amp; Casualty Insurance - NEC"
"NDRO_nyse","Oil &amp; Gas Exploration and Production - NEC"
"EGN_nyse","Oil &amp; Gas Exploration and Production - NEC"
"ENR_nyse","Electrical Components &amp; Equipment - NEC"
"ETE_nyse","Natural Gas Pipeline"
"ETP_nyse","Natural Gas Utilities - NEC"
"ES_nyse","Business Support Services - NEC"
"ERF_nyse","Oil &amp; Gas Exploration and Production - NEC"
"ENI_nyse","Electric Utilities - NEC"
"ENS_nyse","Batteries &amp; Uninterruptable Power supplies"
"EGL_nyse","Aerospace &amp; Defense - NEC"
"E_nyse","Integrated Oil &amp; Gas"
"EBF_nyse","Commercial Printing Services - NEC"
"NPO_nyse","Industrial Machinery"
"ESV_nyse","Oil &amp; Gas Drilling - NEC"
"ETM_nyse","Radio Broadcasting"
"ETR_nyse","Electric Utilities - NEC"
"EPD_nyse","Oil &amp; Gas Transportation Services - NEC"
"EVC_nyse","Television Broadcasting"
"ENV_nyse","Software - NEC"
"ENZ_nyse","Medical &amp; Diagnostic Laboratories"
"EOG_nyse","Oil &amp; Gas Exploration and Production - NEC"
"EPAM_nyse","IT Services &amp; Consulting - NEC"
"EPL_nyse","Oil &amp; Gas Exploration and Production - NEC"
"EPR_nyse","Commercial REITs - NEC"
"EPR^C_nyse","Commercial REITs - NEC"
"EPR^E_nyse","Commercial REITs - NEC"
"EPR^F_nyse","Commercial REITs - NEC"
"EQT_nyse","Integrated Oil &amp; Gas"
"EQM_nyse","Natural Gas Distribution"
"EQU_nyse","Oil &amp; Gas Exploration and Production - NEC"
"EFX_nyse","Professional Information Services - NEC"
"ELS_nyse","Residential REITs"
"EQY_nyse","Commercial REITs - NEC"
"EQR_nyse","Residential REITs"
"EQS_nyse","Investment Banking"
"ERA_nyse","Airlines - NEC"
"ESE_nyse","Testing &amp; Measuring Equipment"
"ESS_nyse","Residential REITs"
"EL_nyse","Personal Products - NEC"
"ESL_nyse","Aerospace &amp; Defense - NEC"
"DEG_nyse","Food Retail &amp; Distribution - NEC"
"ETH_nyse","Furniture"
"EEA_nyse","Closed End Funds"
"EVER_nyse","Banks - NEC"
"EVR_nyse","Investment Banking &amp; Brokerage Services - NEC"
"RE_nyse","Property &amp; Casualty Reinsurance"
"EVTC_nyse","Transaction &amp; Payment Services"
"ET_nyse","Enterprise Software"
"EXAM_nyse","Ambulance &amp; Emergency Services"
"EXL_nyse","Commercial REITs - NEC"
"EXL^B_nyse","Commercial REITs - NEC"
"XCO_nyse","Oil &amp; Gas Exploration and Production - NEC"
"XLS_nyse","Aerospace &amp; Defense - NEC"
"EXC_nyse","Electric Utilities - NEC"
"EXPR_nyse","Apparel &amp; Accessories Retailers - NEC"
"EXH_nyse","Oil Related Services and Equipment - NEC"
"EXR_nyse","Self-Storage REITs"
"XOM_nyse","Oil &amp; Gas Refining and Marketing - NEC"
"FNB_nyse","Commercial Banks"
"FN_nyse","Phones &amp; Smart Phones"
"FDS_nyse","Professional Information Services - NEC"
"FICO_nyse","IT Services &amp; Consulting - NEC"
"FCS_nyse","Semiconductors - NEC"
"FDO_nyse","Discount Stores - NEC"
"FFG_nyse","Life Insurance"
"AGM_nyse","Corporate Financial Services - NEC"
"AGM/A_nyse","Corporate Financial Services - NEC"
"AGM^A_nyse","Corporate Financial Services - NEC"
"FRT_nyse","Commercial REITs - NEC"
"FSS_nyse","Automobiles &amp; Multi Utility Vehicles"
"FII_nyse","Investment Management"
"FPT_nyse","Closed End Funds"
"FMN_nyse","Closed End Funds"
"FDX_nyse","Air Freight &amp; Logistics - NEC"
"ADY_nyse","Dairy Products"
"FCH_nyse","Hospitality REITs"
"FGP_nyse","Oil Related Services and Equipment - NEC"
"FOE_nyse","Specialty Chemicals - NEC"
"FBR_nyse","Paper Products - NEC"
"FNF_nyse","Property Insurance"
"FIS_nyse","Financial &amp; Commodity Market Operators - NEC"
"FMO_nyse","Closed End Funds"
"FNP_nyse","Apparel &amp; Accessories Retailers - NEC"
"FAC_nyse","Insurance - Automobile"
"FAF_nyse","Property &amp; Casualty Insurance - NEC"
"FBP_nyse","Banks - NEC"
"FCF_nyse","Banks - NEC"
"FHN_nyse","Banks - NEC"
"FR_nyse","Industrial REITs"
"AG_nyse","Silver Mining"
"FMD_nyse","Consumer Lending - NEC"
"FPO_nyse","Commercial REITs - NEC"
"FRC_nyse","Commercial Banks"
"FFA_nyse","Closed End Funds"
"FMY_nyse","Closed End Funds"
"FAV_nyse","Closed End Funds"
"FIF_nyse","Investment Trusts"
"FSD_nyse","Closed End Funds"
"FEI_nyse","Closed End Funds"
"FCT_nyse","Closed End Funds"
"FGB_nyse","Closed End Funds"
"FHY_nyse","Closed End Funds"
"FEO_nyse","Investment Banking"
"FAM_nyse","Closed End Funds"
"FE_nyse","Electric Utilities - NEC"
"OAKS_nyse","Mortgage REITs"
"FVE_nyse","Residential &amp; Long Term Care"
"FBC_nyse","Banks - NEC"
"PFD_nyse","Closed End Funds"
"PFO_nyse","Closed End Funds"
"FFC_nyse","Closed End Funds"
"FLC_nyse","Closed End Funds"
"FLT_nyse","Oil Related Services and Equipment - NEC"
"FLTX_nyse","IT Services &amp; Consulting - NEC"
"FTK_nyse","Oil Related Services and Equipment - NEC"
"FLO_nyse","Bread &amp; Bakery Product Manufacturing"
"FLS_nyse","Pump &amp; Pumping Equipment"
"FLR_nyse","Construction &amp; Engineering - NEC"
"FLY_nyse","Commercial Leasing"
"FMC_nyse","Diversified Chemicals"
"FTI_nyse","Oil Related Services and Equipment - NEC"
"FMX_nyse","Carbonated Soft Drinks"
"FL_nyse","Apparel &amp; Accessories Retailers - NEC"
"F_nyse","Auto &amp; Truck Manufacturers - NEC"
"FCE/A_nyse","Real Estate Development &amp; Operations - NEC"
"FCE/B_nyse","Real Estate Development &amp; Operations - NEC"
"FRX_nyse","Pharmaceuticals - NEC"
"FST_nyse","Oil &amp; Gas Exploration and Production - NEC"
"FOR_nyse","Real Estate Development &amp; Operations - NEC"
"FDI_nyse","Closed End Funds"
"FRF_nyse","Multiline Insurance &amp; Brokers - NEC"
"FIG_nyse","Investment Management &amp; Fund Operators - NEC"
"FSM_nyse","Integrated Mining"
"FBHS_nyse","Construction Supplies &amp; Fixtures - NEC"
"FET_nyse","Oil Related Services and Equipment - NEC"
"FTE_nyse","Integrated Telecommunications Services - NEC"
"FNV_nyse","Precious Metals &amp; Minerals - NEC"
"FC_nyse","Educational Services"
"BEN_nyse","Investment Management &amp; Fund Operators - NEC"
"FT_nyse","Closed End Funds"
"FCX_nyse","Integrated Mining"
"FSL_nyse","Semiconductors - NEC"
"FMS_nyse","Healthcare Facilities &amp; Services - NEC"
"FMS^_nyse","Healthcare Facilities &amp; Services - NEC"
"FDP_nyse","Fishing &amp; Farming - NEC"
"FRO_nyse","Oil &amp; Gas Transportation Services - NEC"
"FCN_nyse","Management Consulting Services"
"FRM_nyse","Business Support Services - NEC"
"FBN_nyse","Furniture"
"FIO_nyse","Computer Hardware - NEC"
"FF_nyse","Biodiesel"
"FXCM_nyse","Brokerage Services"
"GCV_nyse","Closed End Funds"
"GDV_nyse","Closed End Funds"
"GAB_nyse","Closed End Funds"
"GGT_nyse","Closed End Funds"
"GUT_nyse","Closed End Funds"
"GFA_nyse","Real Estate Development &amp; Operations - NEC"
"GCAP_nyse","Investment Banking &amp; Brokerage Services - NEC"
"GBL_nyse","Investment Banking"
"GNT_nyse","Closed End Funds"
"GME_nyse","Computer Hardware &amp; Software Retailers"
"GCI_nyse","Consumer Publishing - NEC"
"GPS_nyse","Apparel &amp; Accessories Retailers - NEC"
"GDI_nyse","Air &amp; Gas Compressors"
"IT_nyse","IT Services &amp; Consulting - NEC"
"GLOG_nyse","LNG Transportation &amp; Storage"
"GMT_nyse","Commercial Leasing"
"GMT^/CL_nyse","Commercial Leasing"
"GZT_nyse","Real Estate Development &amp; Operations - NEC"
"GNK_nyse","Deep Sea Freight"
"GY_nyse","Aircraft Parts Manufacturing - NEC"
"GNRC_nyse","Portable Motors &amp; Generators"
"GAM_nyse","Closed End Funds"
"BGC_nyse","Electrical Components &amp; Equipment - NEC"
"GD_nyse","Aerospace &amp; Defense - NEC"
"GE_nyse","Industrial Conglomerates"
"GGP_nyse","Retail REITs"
"GIS_nyse","Food Processing - NEC"
"GM_nyse","Auto &amp; Truck Manufacturers - NEC"
"GM^B_nyse","Auto &amp; Truck Manufacturers - NEC"
"GSI_nyse","Steel - NEC"
"GCO_nyse","Apparel &amp; Accessories Retailers - NEC"
"GWR_nyse","Ground Freight &amp; Logistics - NEC"
"GEL_nyse","Oil &amp; Gas Refining and Marketing - NEC"
"GNE_nyse","Multiline Utilities - NEC"
"GNE^A_nyse","Multiline Utilities - NEC"
"G_nyse","Business Support Services - NEC"
"GPC_nyse","Auto &amp; Truck Parts Wholesale"
"GNW_nyse","Multiline Insurance &amp; Brokers - NEC"
"GEO_nyse","Business Support Services - NEC"
"GGB_nyse","Steel - NEC"
"GTY_nyse","Retail REITs"
"GFIG_nyse","Investment Banking"
"GA_nyse","Internet Gaming"
"GIL_nyse","Apparel &amp; Accessories - NEC"
"GLT_nyse","Paper Mills &amp; Products"
"GSK_nyse","Pharmaceuticals - NEC"
"GRT_nyse","Retail REITs"
"GRT^G_nyse","Retail REITs"
"GRT^H_nyse","Retail REITs"
"GRT^I_nyse","Retail REITs"
"GCA_nyse","Business Support Services - NEC"
"GGS_nyse","Oil Related - Surveying &amp; Mapping Services"
"GHI_nyse","Closed End Funds"
"GLP_nyse","Petroleum Product Wholesale"
"GPN_nyse","Transaction &amp; Payment Services"
"GSL_nyse","Deep Sea Freight"
"GMED_nyse","Medical Equipment, Supplies &amp; Distribution - NEC"
"GKM_nyse","Consumer Lending - NEC"
"GMA_nyse","Consumer Lending - NEC"
"GOM_nyse","Consumer Lending - NEC"
"GNC_nyse","Food Retail &amp; Distribution - NEC"
"GOL_nyse","Airlines - NEC"
"GFI_nyse","Gold - NEC"
"GG_nyse","Integrated Mining"
"GS_nyse","Investment Banking &amp; Brokerage Services - NEC"
"GDP_nyse","Oil &amp; Gas Exploration and Production - NEC"
"GOV_nyse","Commercial REITs - NEC"
"IRE_nyse","Banks - NEC"
"GPX_nyse","Educational Services"
"GGG_nyse","Pump &amp; Pumping Equipment"
"GTI_nyse","Electrical Components &amp; Equipment - NEC"
"GPT_nyse","Retail &amp; Mortgage Banks"
"GVA_nyse","Construction &amp; Engineering - NEC"
"GPK_nyse","Paper Packaging - NEC"
"GTN_nyse","Broadcasting - NEC"
"GTN/A_nyse","Broadcasting - NEC"
"GNI_nyse","Investment Trusts"
"GXP_nyse","Electric Utilities - NEC"
"GXP^A_nyse","Electric Utilities - NEC"
"GXP^D_nyse","Electric Utilities - NEC"
"GXP^E_nyse","Electric Utilities - NEC"
"GB_nyse","Advanced Medical Equipment &amp; Technology - NEC"
"GCH_nyse","Closed End Funds"
"GDOT_nyse","Consumer Credit Cards Services"
"GBX_nyse","Heavy Machinery &amp; Vehicles - NEC"
"GHL_nyse","Investment Banking"
"GWAY_nyse","Healthcare Facilities &amp; Services - NEC"
"GEF_nyse","Non-Paper Containers &amp; Packaging - NEC"
"GEF/B_nyse","Non-Paper Containers &amp; Packaging - NEC"
"GFF_nyse","Construction Supplies &amp; Fixtures - NEC"
"GPI_nyse","New Car Dealers"
"GMK_nyse","Flour Milling"
"PAC_nyse","Airport Services - NEC"
"ASR_nyse","Airport Services - NEC"
"BSMX_nyse","Commercial Banks"
"TV_nyse","Broadcasting - NEC"
"GSE_nyse","Environmental Services &amp; Equipment - NEC"
"GSH_nyse","Rail Services"
"GES_nyse","Apparel &amp; Accessories Retailers - NEC"
"GPM_nyse","Closed End Funds"
"GGE_nyse","Closed End Funds"
"GEQ_nyse","Investment Trusts"
"GOF_nyse","Closed End Funds"
"GWRE_nyse","Enterprise Software"
"GLF_nyse","Oil Related Equipment"
"HQH_nyse","Closed End Funds"
"HQL_nyse","Closed End Funds"
"HRB_nyse","Accounting &amp; Tax Preparation"
"FUL_nyse","Adhesive"
"HNZ_nyse","Food Processing - NEC"
"HAE_nyse","Medical Equipment, Supplies &amp; Distribution - NEC"
"HK_nyse","Oil Exploration &amp; Production - Onshore"
"HAL_nyse","Oil Related Services and Equipment - NEC"
"HBI_nyse","Apparel &amp; Accessories - NEC"
"HGR_nyse","Hospitals, Clinics &amp; Primary Care Services"
"HASI_nyse","Commercial REITs - NEC"
"HRG_nyse","Household Electronics - NEC"
"HOG_nyse","Motorcycles &amp; Scooters"
"HAR_nyse","Automotive Accessories"
"HMY_nyse","Gold - NEC"
"HRS_nyse","Communications &amp; Networking - NEC"
"HTSI_nyse","Supermarkets &amp; Convenience Stores"
"HSC_nyse","Construction &amp; Engineering - NEC"
"HHS_nyse","Marketing Consulting Services"
"HIG_nyse","Multiline Insurance &amp; Brokers - NEC"
"HNR_nyse","Oil &amp; Gas Exploration and Production - NEC"
"HTS_nyse","Mortgage REITs"
"HTS^A_nyse","Mortgage REITs"
"HVT_nyse","Home Furnishings Retailers - NEC"
"HVT/A_nyse","Home Furnishings Retailers - NEC"
"HE_nyse","Electric Utilities - NEC"
"HCA_nyse","Healthcare Facilities &amp; Services - NEC"
"HCC_nyse","Multiline Insurance &amp; Brokers - NEC"
"HCP_nyse","Healthcare REITs"
"HDB_nyse","Banks - NEC"
"HW_nyse","Construction Supplies &amp; Fixtures - NEC"
"HCN_nyse","Healthcare REITs"
"HMA_nyse","Healthcare Facilities &amp; Services - NEC"
"HNT_nyse","HMO Medical Centers"
"HR_nyse","Healthcare REITs"
"HTA_nyse","Healthcare REITs"
"HLS_nyse","Healthcare Facilities &amp; Services - NEC"
"HPY_nyse","Transaction &amp; Payment Services"
"HEK_nyse","Oil Related Services"
"HL_nyse","Precious Metals &amp; Minerals - NEC"
"HL^B_nyse","Precious Metals &amp; Minerals - NEC"
"HEI_nyse","Aircraft Parts Manufacturing - NEC"
"HEI/A_nyse","Aircraft Parts Manufacturing - NEC"
"HAV_nyse","Closed End Funds"
"HIH_nyse","Closed End Funds"
"HHY_nyse","Closed End Funds"
"HMH_nyse","Closed End Funds"
"HSA_nyse","Closed End Funds"
"HLX_nyse","Oil Related Services and Equipment - NEC"
"HP_nyse","Oil &amp; Gas Drilling - NEC"
"HLF_nyse","Personal Products - NEC"
"HTGC_nyse","Corporate Financial Services - NEC"
"HT_nyse","Hospitality REITs"
"HT^B_nyse","Hospitality REITs"
"HSY_nyse","Food Processing - NEC"
"HTZ_nyse","Passenger Transportation, Ground &amp; Sea - NEC"
"HES_nyse","Oil &amp; Gas Refining and Marketing - NEC"
"HPQ_nyse","Computer Hardware - NEC"
"HXL_nyse","Aerospace &amp; Defense - NEC"
"HF_nyse","Real Estate Services - NEC"
"HGG_nyse","Consumer Electronics Retailers"
"HCLP_nyse","Unconventional Oil &amp; Gas Drilling"
"ONE_nyse","Business Support Services - NEC"
"HIW_nyse","Office REITs"
"HIL_nyse","Business Support Services - NEC"
"HI_nyse","Personal Products - NEC"
"HRC_nyse","Medical Equipment, Supplies &amp; Distribution - NEC"
"HSH_nyse","Food Processing - NEC"
"HTH_nyse","Property Insurance"
"HNI_nyse","Business Support Supplies - NEC"
"HEP_nyse","Oil Pipeline"
"HFC_nyse","Petroleum Refining"
"HD_nyse","Home Improvement Products &amp; Services Retailers - NEC"
"HME_nyse","Residential REITs"
"HCI_nyse","Property &amp; Casualty Insurance - NEC"
"HMC_nyse","Auto &amp; Truck Manufacturers - NEC"
"HON_nyse","Aerospace &amp; Defense - NEC"
"HMN_nyse","Property &amp; Casualty Insurance - NEC"
"HRL_nyse","Animal Slaughtering &amp; Processing"
"HOS_nyse","Oil &amp; Gas Transportation Services - NEC"
"HSP_nyse","Generic Pharmaceuticals"
"HPT_nyse","Hospitality REITs"
"HST_nyse","Hospitality REITs"
"HOV_nyse","Real Estate Development &amp; Operations - NEC"
"HHC_nyse","Real Estate Development &amp; Operations - NEC"
"HBC_nyse","Commercial Banks"
"HBA^F_nyse","Banks - NEC"
"HNP_nyse","Electric Utilities - NEC"
"HUB/A_nyse","Electrical Components &amp; Equipment - NEC"
"HUB/B_nyse","Electrical Components &amp; Equipment - NEC"
"HBM_nyse","Integrated Mining"
"HPP_nyse","Office REITs"
"HPP^B_nyse","Office REITs"
"HVB_nyse","Banks - NEC"
"HGT_nyse","Oil &amp; Gas Exploration and Production - NEC"
"HUM_nyse","Managed Health Care - NEC"
"HII_nyse","Shipbuilding - NEC"
"HUN_nyse","Specialty Chemicals - NEC"
"H_nyse","Hotels, Motels &amp; Cruise Lines - NEC"
"HDY_nyse","Oil &amp; Gas Exploration and Production - NEC"
"HY_nyse","Heavy Machinery &amp; Vehicles - NEC"
"IAG_nyse","Gold Mining"
"IBN_nyse","Banks - NEC"
"IDA_nyse","Electric Utilities - NEC"
"IEX_nyse","Pump &amp; Pumping Equipment"
"IDT_nyse","Integrated Telecommunications Services - NEC"
"CTC_nyse","Real Estate Services - NEC"
"IHS_nyse","Professional Information Services - NEC"
"ITW_nyse","Industrial Conglomerates"
"IMN_nyse","Storage Devices"
"IMAX_nyse","Theatres &amp; Performing Arts"
"IFT_nyse","Life &amp; Health Insurance - NEC"
"IMPV_nyse","IT Services &amp; Consulting - NEC"
"IHC_nyse","Life &amp; Health Insurance - NEC"
"IFN_nyse","Closed End Funds"
"IBA_nyse","Animal Slaughtering &amp; Processing"
"NRGM_nyse","Oil &amp; Gas Transportation Services - NEC"
"NRGY_nyse","Oil &amp; Gas Refining and Marketing - NEC"
"BLOX_nyse","IT Services &amp; Consulting - NEC"
"INFY_nyse","IT Services &amp; Consulting - NEC"
